Isolate Name,Accession Code,Population,Year of Isolation,Serotype,Vaccine Type,ST,SequenceCluster,
SMRU1868,ERR057849,Maela,2009,23F,VT,242,39,
SMRU1876,ERR057857,Maela,2009,23F,VT,242,39,
SMRU1952,ERR057933,Maela,2009,23F,VT,242,39,
SMRU1982,ERR057963,Maela,2009,23F,VT,242,39,
SMRU2009,ERR057990,Maela,2009,23F,VT,242,39,
SMRU1808,ERR060012,Maela,2009,23F,VT,242,39,
SMRU2044,ERR063837,Maela,2009,23F,VT,242,39,
SMRU2309,ERR066276,Maela,2010,23F,VT,242,39,
SMRU3076,ERR072225,Maela,2010,23F,VT,242,39,
SMRU2240,ERR084258,Maela,2009,23F,VT,242,39,
SMRU3128,ERR084282,Maela,2010,23F,VT,SLV242,39,
SMRU384,ERR048013,Maela,2008,6A,VT,SLV315,40,
SMRU1546,ERR054494,Maela,2009,6B,VT,315,40,
SMRU2056,ERR063849,Maela,2009,6B,VT,315,40,
SMRU2735,ERR064137,Maela,2010,6B,VT,315,40,
SMRU3072,ERR072221,Maela,2010,6B,VT,315,40,
SMRU3091,ERR072240,Maela,2010,6B,VT,315,40,
SMRU3010,ERR084236,Maela,2010,6B,VT,315,40,
SMRU54,ERR039613,Maela,2008,33D,NVT,6692,41,
SMRU112,ERR047909,Maela,2008,33B,NVT,6692,41,
SMRU298,ERR047975,Maela,2008,33B,NVT,6692,41,
SMRU302,ERR047979,Maela,2008,33D,NVT,6692,41,
SMRU387,ERR048016,Maela,2008,33B,NVT,6692,41,
SMRU332,ERR048057,Maela,2008,33D,NVT,6692,41,
SMRU464,ERR048141,Maela,2008,33B,NVT,6692,41,
SMRU149,ERR049083,Maela,2008,33B,NVT,6692,41,
SMRU157,ERR049091,Maela,2008,33B,NVT,6692,41,
SMRU239,ERR049958,Maela,2008,33B,NVT,6692,41,
SMRU596,ERR051430,Maela,2008,33B,NVT,6692,41,
SMRU599,ERR051433,Maela,2008,33B,NVT,6692,41,
SMRU706,ERR051516,Maela,2008,33B,NVT,6692,41,
SMRU1102,ERR051648,Maela,2008,33B,NVT,6692,41,
SMRU1121,ERR051667,Maela,2009,6B,VT,SLV6692,41,
SMRU1122,ERR051668,Maela,2009,6B,VT,SLV6692,41,
SMRU255,ERR052592,Maela,2008,33B,NVT,6692,41,
SMRU1356,ERR054233,Maela,2009,33B,NVT,6692,41,
SMRU1358,ERR054235,Maela,2009,33B,NVT,6692,41,
SMRU1404,ERR054281,Maela,2009,33B,NVT,6692,41,
SMRU1406,ERR054283,Maela,2009,6B,VT,SLV6692,41,
SMRU1407,ERR054284,Maela,2009,33B,NVT,6692,41,
SMRU1261,ERR054354,Maela,2009,33B,NVT,6692,41,
SMRU1263,ERR054356,Maela,2009,33B,NVT,6692,41,
SMRU1271,ERR054364,Maela,2009,33B,NVT,6692,41,
SMRU1556,ERR054504,Maela,2009,33B,NVT,6692,41,
SMRU1557,ERR054505,Maela,2009,33B,NVT,6692,41,
SMRU791,ERR054531,Maela,2008,33B,NVT,6692,41,
SMRU814,ERR054554,Maela,2008,33B,NVT,6692,41,
SMRU1176,ERR054628,Maela,2009,33B,NVT,6692,41,
SMRU1456,ERR056794,Maela,2009,28F,NVT,6692,41,
SMRU1670,ERR056816,Maela,2009,33B,NVT,6692,41,
SMRU1972,ERR057953,Maela,2009,33B,NVT,6692,41,
SMRU1753,ERR059981,Maela,2009,33B,NVT,6692,41,
SMRU1812,ERR060016,Maela,2009,33B,NVT,6692,41,
SMRU1324,ERR060032,Maela,2009,33B,NVT,6692,41,
SMRU2673,ERR064075,Maela,2010,6B,VT,SLV6692,41,
SMRU2474,ERR064212,Maela,2010,6B,VT,SLV6692,41,
SMRU2280,ERR066247,Maela,2010,6B,VT,SLV6692,41,
SMRU2799,ERR069649,Maela,2010,33B,NVT,6692,41,
SMRU3102,ERR084304,Maela,2008,33B,NVT,6692,41,
SMRU82,ERR039641,Maela,2008,10B,NVT,3735,42,
SMRU83,ERR039642,Maela,2008,10B,NVT,3735,42,
SMRU97,ERR047894,Maela,2008,10B,NVT,3735,42,
SMRU310,ERR047987,Maela,2008,10B,NVT,SLV3735,42,
SMRU311,ERR047988,Maela,2008,10B,NVT,SLV3735,42,
SMRU394,ERR048023,Maela,2008,10B,NVT,3735,42,
SMRU415,ERR048092,Maela,2008,10B,NVT,DLV3735,42,
SMRU429,ERR048106,Maela,2008,10F,NVT,SLV3735,42,
SMRU445,ERR048122,Maela,2008,10B,NVT,3735,42,
SMRU519,ERR048196,Maela,2008,10B,NVT,3735,42,
SMRU160,ERR049094,Maela,2008,10B,NVT,3735,42,
SMRU165,ERR049099,Maela,2008,10B,NVT,3735,42,
SMRU181,ERR049115,Maela,2008,10B,NVT,3735,42,
SMRU697,ERR051507,Maela,2008,10B,NVT,3735,42,
SMRU1053,ERR051599,Maela,2008,10F,NVT,SLV3735,42,
SMRU562,ERR052635,Maela,2008,10B,NVT,SLV3735,42,
SMRU1380,ERR054257,Maela,2009,10B,NVT,3735,42,
SMRU1246,ERR054339,Maela,2009,10B,NVT,3735,42,
SMRU1253,ERR054346,Maela,2009,10A,NVT,3735,42,
SMRU1295,ERR054388,Maela,2009,7F,NVT,3735,42,
SMRU1480,ERR054429,Maela,2009,10B,NVT,3735,42,
SMRU1521,ERR054469,Maela,2009,10B,NVT,3735,42,
SMRU811,ERR054551,Maela,2008,10B,NVT,3735,42,
SMRU867,ERR054559,Maela,2008,10B,NVT,3735,42,
SMRU1164,ERR054616,Maela,2009,10F,NVT,SLV3735,42,
SMRU1167,ERR054619,Maela,2009,10B,NVT,3735,42,
SMRU1180,ERR054632,Maela,2009,10B,NVT,3735,42,
SMRU846,ERR056712,Maela,2008,10B,NVT,3735,42,
SMRU847,ERR056713,Maela,2008,10B,NVT,3735,42,
SMRU1740,ERR056885,Maela,2009,10B,NVT,3735,42,
SMRU1741,ERR056886,Maela,2009,10B,NVT,3735,42,
SMRU1746,ERR056891,Maela,2009,10B,NVT,3735,42,
SMRU1595,ERR057793,Maela,2009,10B,NVT,3735,42,
SMRU1619,ERR057817,Maela,2009,10B,NVT,3735,42,
SMRU1894,ERR057875,Maela,2009,10B,NVT,SLV3735,42,
SMRU1943,ERR057924,Maela,2009,10F,NVT,SLV3735,42,
SMRU1337,ERR060045,Maela,2009,10F,NVT,SLV3735,42,
SMRU2034,ERR063827,Maela,2009,10B,NVT,SLV3735,42,
SMRU2046,ERR063839,Maela,2009,10F,NVT,SLV3735,42,
SMRU2062,ERR063855,Maela,2009,10F,NVT,SLV3735,42,
SMRU2176,ERR063969,Maela,2009,10F,NVT,SLV3735,42,
SMRU2537,ERR064042,Maela,2010,10B,NVT,SLV3735,42,
SMRU2543,ERR064048,Maela,2010,10B,NVT,SLV3735,42,
SMRU2701,ERR064103,Maela,2010,10B,NVT,SLV3735,42,
SMRU2408,ERR064146,Maela,2010,10B,NVT,SLV3735,42,
SMRU2419,ERR064157,Maela,2010,10B,NVT,SLV3735,42,
SMRU2458,ERR064196,Maela,2010,10B,NVT,SLV3735,42,
SMRU2646,ERR066181,Maela,2010,10A,NVT,SLV3735,42,
SMRU2653,ERR066188,Maela,2010,10A,NVT,SLV3735,42,
SMRU2352,ERR066319,Maela,2010,10B,NVT,SLV3735,42,
SMRU2549,ERR067772,Maela,2010,10A,NVT,SLV3735,42,
SMRU2633,ERR067856,Maela,2010,10B,NVT,SLV3735,42,
SMRU2740,ERR069590,Maela,2010,10A,NVT,SLV3735,42,
SMRU2937,ERR084163,Maela,2010,10B,NVT,SLV3735,42,
SMRU2958,ERR084184,Maela,2010,10A,NVT,SLV3735,42,
SMRU2962,ERR084188,Maela,2010,10A,NVT,SLV3735,42,
SMRU2969,ERR084195,Maela,2010,10F,NVT,SLV3735,42,
SMRU2970,ERR084196,Maela,2010,10F,NVT,SLV3735,42,
SMRU644,ERR273523,Maela,2008,10B,NVT,3735,42,
SMRU76,ERR039635,Maela,2008,23F,VT,802,43,
SMRU138,ERR047935,Maela,2008,23F,VT,802,43,
SMRU378,ERR048007,Maela,2008,23F,VT,4413,43,
SMRU321,ERR048046,Maela,2008,23F,VT,802,43,
SMRU410,ERR048087,Maela,2008,23F,VT,802,43,
SMRU421,ERR048098,Maela,2008,23F,VT,802,43,
SMRU423,ERR048100,Maela,2008,23F,VT,802,43,
SMRU472,ERR048149,Maela,2008,23F,VT,4413,43,
SMRU496,ERR048173,Maela,2008,23F,VT,802,43,
SMRU511,ERR048188,Maela,2008,23F,VT,802,43,
SMRU523,ERR048200,Maela,2008,23F,VT,802,43,
SMRU151,ERR049085,Maela,2008,23F,VT,802,43,
SMRU153,ERR049087,Maela,2008,23F,VT,802,43,
SMRU170,ERR049104,Maela,2008,23F,VT,802,43,
SMRU231,ERR049950,Maela,2008,23F,VT,802,43,
SMRU931,ERR050002,Maela,2008,23F,VT,4413,43,
SMRU935,ERR050006,Maela,2008,23F,VT,802,43,
SMRU939,ERR050010,Maela,2008,23F,VT,802,43,
SMRU941,ERR050012,Maela,2008,23F,VT,802,43,
SMRU956,ERR050027,Maela,2008,23F,VT,802,43,
SMRU958,ERR050029,Maela,2008,23F,VT,802,43,
SMRU967,ERR050038,Maela,2008,23F,VT,4413,43,
SMRU193,ERR050056,Maela,2008,23F,VT,4413,43,
SMRU591,ERR051425,Maela,2008,23F,VT,802,43,
SMRU593,ERR051427,Maela,2008,23F,VT,4413,43,
SMRU603,ERR051437,Maela,2008,23F,VT,802,43,
SMRU611,ERR051445,Maela,2008,23F,VT,4413,43,
SMRU620,ERR051454,Maela,2008,23F,VT,802,43,
SMRU663,ERR051473,Maela,2008,23F,VT,802,43,
SMRU679,ERR051489,Maela,2008,23F,VT,4413,43,
SMRU680,ERR051490,Maela,2008,23F,VT,802,43,
SMRU699,ERR051509,Maela,2008,23F,VT,4413,43,
SMRU710,ERR051520,Maela,2008,23F,VT,802,43,
SMRU717,ERR051527,Maela,2008,23F,VT,4413,43,
SMRU733,ERR051543,Maela,2008,23F,VT,802,43,
SMRU988,ERR051558,Maela,2008,23F,VT,4413,43,
SMRU1037,ERR051583,Maela,2008,23F,VT,802,43,
SMRU1043,ERR051589,Maela,2008,23F,VT,4413,43,
SMRU1044,ERR051590,Maela,2008,23F,VT,4413,43,
SMRU1067,ERR051613,Maela,2008,23F,VT,4413,43,
SMRU1072,ERR051618,Maela,2008,23F,VT,4413,43,
SMRU1075,ERR051621,Maela,2008,23F,VT,4413,43,
SMRU1076,ERR051622,Maela,2008,23F,VT,802,43,
SMRU1098,ERR051644,Maela,2008,23F,VT,802,43,
SMRU1107,ERR051653,Maela,2008,23F,VT,802,43,
SMRU1117,ERR051663,Maela,2009,23F,VT,802,43,
SMRU1125,ERR051671,Maela,2009,23F,VT,802,43,
SMRU244,ERR052581,Maela,2008,23F,VT,802,43,
SMRU253,ERR052590,Maela,2008,23F,VT,802,43,
SMRU755,ERR052612,Maela,2008,23F,VT,4413,43,
SMRU574,ERR052647,Maela,2008,23F,VT,4413,43,
SMRU1354,ERR054231,Maela,2009,23F,VT,802,43,
SMRU1362,ERR054239,Maela,2009,23F,VT,802,43,
SMRU1379,ERR054256,Maela,2009,23F,VT,802,43,
SMRU1385,ERR054262,Maela,2009,23F,VT,SLV802,43,
SMRU1389,ERR054266,Maela,2009,23F,VT,802,43,
SMRU1412,ERR054289,Maela,2009,23F,VT,802,43,
SMRU1414,ERR054291,Maela,2009,23F,VT,802,43,
SMRU1219,ERR054312,Maela,2009,23F,VT,802,43,
SMRU1226,ERR054319,Maela,2009,23F,VT,4413,43,
SMRU1243,ERR054336,Maela,2009,23F,VT,802,43,
SMRU1250,ERR054343,Maela,2009,23F,VT,SLV4413,43,
SMRU1256,ERR054349,Maela,2009,23F,VT,802,43,
SMRU1286,ERR054379,Maela,2009,23F,VT,802,43,
SMRU1315,ERR054408,Maela,2009,23F,VT,802,43,
SMRU1466,ERR054415,Maela,2009,23F,VT,4413,43,
SMRU1468,ERR054417,Maela,2009,23F,VT,802,43,
SMRU1479,ERR054428,Maela,2009,23F,VT,802,43,
SMRU1484,ERR054433,Maela,2009,23F,VT,4413,43,
SMRU1493,ERR054442,Maela,2009,23F,VT,802,43,
SMRU1501,ERR054449,Maela,2009,23F,VT,802,43,
SMRU1503,ERR054451,Maela,2009,23F,VT,802,43,
SMRU1531,ERR054479,Maela,2009,23F,VT,4413,43,
SMRU1550,ERR054498,Maela,2009,23F,VT,4413,43,
SMRU1553,ERR054501,Maela,2009,23F,VT,802,43,
SMRU868,ERR054560,Maela,2008,23F,VT,802,43,
SMRU877,ERR054569,Maela,2008,23F,VT,4413,43,
SMRU884,ERR054576,Maela,2008,23F,VT,4413,43,
SMRU1139,ERR054591,Maela,2009,23F,VT,4413,43,
SMRU1144,ERR054596,Maela,2009,23F,VT,4413,43,
SMRU1149,ERR054601,Maela,2009,23F,VT,4413,43,
SMRU1178,ERR054630,Maela,2009,23F,VT,802,43,
SMRU1192,ERR054643,Maela,2009,23F,VT,4413,43,
SMRU817,ERR056683,Maela,2008,23F,VT,4413,43,
SMRU823,ERR056689,Maela,2008,23F,VT,4413,43,
SMRU825,ERR056691,Maela,2008,23F,VT,802,43,
SMRU860,ERR056726,Maela,2008,23F,VT,802,43,
SMRU861,ERR056727,Maela,2008,23F,VT,802,43,
SMRU1429,ERR056767,Maela,2009,23F,VT,4413,43,
SMRU1433,ERR056771,Maela,2009,23F,VT,4413,43,
SMRU1458,ERR056796,Maela,2009,23F,VT,802,43,
SMRU1672,ERR056818,Maela,2009,23F,VT,802,43,
SMRU1683,ERR056829,Maela,2009,23F,VT,802,43,
SMRU1694,ERR056840,Maela,2009,23F,VT,4413,43,
SMRU1700,ERR056846,Maela,2009,23F,VT,802,43,
SMRU1707,ERR056853,Maela,2009,23F,VT,4413,43,
SMRU1722,ERR056868,Maela,2009,23F,VT,802,43,
SMRU1723,ERR056869,Maela,2009,23F,VT,4413,43,
SMRU1569,ERR057767,Maela,2009,23F,VT,802,43,
SMRU1575,ERR057773,Maela,2009,23F,VT,4413,43,
SMRU1593,ERR057791,Maela,2009,23F,VT,802,43,
SMRU1603,ERR057801,Maela,2009,23F,VT,802,43,
SMRU1864,ERR057845,Maela,2009,23F,VT,802,43,
SMRU1877,ERR057858,Maela,2009,23F,VT,4413,43,
SMRU1906,ERR057887,Maela,2009,23F,VT,802,43,
SMRU1934,ERR057915,Maela,2009,23F,VT,802,43,
SMRU1944,ERR057925,Maela,2009,23F,VT,802,43,
SMRU1949,ERR057930,Maela,2009,23F,VT,802,43,
SMRU1977,ERR057958,Maela,2009,23F,VT,802,43,
SMRU1994,ERR057975,Maela,2009,23F,VT,4413,43,
SMRU2013,ERR057994,Maela,2009,23F,VT,4413,43,
SMRU1638,ERR059962,Maela,2009,23F,VT,4413,43,
SMRU1648,ERR059972,Maela,2009,23F,VT,802,43,
SMRU1804,ERR060008,Maela,2009,23F,VT,4413,43,
SMRU1326,ERR060034,Maela,2009,23F,VT,802,43,
SMRU1329,ERR060037,Maela,2009,23F,VT,802,43,
SMRU2025,ERR063818,Maela,2009,23F,VT,802,43,
SMRU2067,ERR063860,Maela,2009,23F,VT,802,43,
SMRU2071,ERR063864,Maela,2009,23F,VT,802,43,
SMRU2076,ERR063869,Maela,2009,23F,VT,802,43,
SMRU2082,ERR063875,Maela,2009,23F,VT,4413,43,
SMRU2126,ERR063919,Maela,2009,23F,VT,802,43,
SMRU2143,ERR063936,Maela,2009,23F,VT,802,43,
SMRU2159,ERR063952,Maela,2009,23F,VT,4413,43,
SMRU2165,ERR063958,Maela,2009,23F,VT,802,43,
SMRU2180,ERR063973,Maela,2009,23F,VT,802,43,
SMRU2504,ERR064009,Maela,2010,23F,VT,802,43,
SMRU2511,ERR064016,Maela,2010,23F,VT,802,43,
SMRU2530,ERR064035,Maela,2010,23F,VT,802,43,
SMRU2538,ERR064043,Maela,2010,23F,VT,4413,43,
SMRU2542,ERR064047,Maela,2010,23F,VT,4413,43,
SMRU2698,ERR064100,Maela,2010,23F,VT,1701,43,
SMRU2469,ERR064207,Maela,2010,23F,VT,4413,43,
SMRU2470,ERR064208,Maela,2010,23F,VT,802,43,
SMRU2209,ERR066200,Maela,2009,23F,VT,802,43,
SMRU2210,ERR066201,Maela,2009,23F,VT,4413,43,
SMRU2257,ERR066224,Maela,2009,23F,VT,802,43,
SMRU2327,ERR066294,Maela,2010,23F,VT,4413,43,
SMRU2342,ERR066309,Maela,2010,23F,VT,802,43,
SMRU2351,ERR066318,Maela,2010,23F,VT,4413,43,
SMRU2364,ERR066331,Maela,2010,23F,VT,802,43,
SMRU2378,ERR066345,Maela,2010,23F,VT,802,43,
SMRU2565,ERR067788,Maela,2010,23F,VT,802,43,
SMRU2575,ERR067798,Maela,2010,23F,VT,802,43,
SMRU2599,ERR067822,Maela,2010,23F,VT,802,43,
SMRU2610,ERR067833,Maela,2010,23F,VT,802,43,
SMRU2611,ERR067834,Maela,2010,23F,VT,802,43,
SMRU2620,ERR067843,Maela,2010,23F,VT,802,43,
SMRU2640,ERR067863,Maela,2010,23F,VT,802,43,
SMRU2839,ERR067894,Maela,2010,23F,VT,4413,43,
SMRU2888,ERR067919,Maela,2010,23F,VT,4413,43,
SMRU2754,ERR069604,Maela,2010,23F,VT,802,43,
SMRU2767,ERR069617,Maela,2010,23F,VT,802,43,
SMRU3087,ERR072236,Maela,2010,23F,VT,802,43,
SMRU2953,ERR084179,Maela,2010,23F,VT,4413,43,
SMRU2237,ERR084255,Maela,2009,23F,VT,4413,43,
SMRU2256,ERR084274,Maela,2009,23F,VT,4413,43,
SMRU3127,ERR084281,Maela,2010,23F,VT,4413,43,
SMRU1829,ERR089620,Maela,2009,23F,VT,4413,43,
SMRU1832,ERR089623,Maela,2009,23F,VT,802,43,
SMRU625,ERR273504,Maela,2008,23F,VT,802,43,
SMRU631,ERR273510,Maela,2008,23F,VT,4413,43,
SMRU635,ERR273514,Maela,2008,23F,VT,802,43,
SMRU636,ERR273515,Maela,2008,23F,VT,802,43,
SMRU645,ERR273524,Maela,2008,23F,VT,802,43,
SMRU1010,ERR273529,Maela,2008,23F,VT,802,43,
SMRU1021,ERR273540,Maela,2008,23F,VT,802,43,
SMRU1029,ERR273548,Maela,2008,23F,VT,802,43,
SMRU129,ERR047926,Maela,2008,20,NVT,6693,44,
SMRU452,ERR048129,Maela,2008,20,NVT,6693,44,
SMRU502,ERR048179,Maela,2008,20,NVT,6693,44,
SMRU515,ERR048192,Maela,2008,20,NVT,6693,44,
SMRU217,ERR049936,Maela,2008,20,NVT,6693,44,
SMRU236,ERR049955,Maela,2008,20,NVT,6693,44,
SMRU1747,ERR056892,Maela,2009,20,NVT,6693,44,
SMRU1803,ERR060007,Maela,2009,20,NVT,6693,44,
SMRU2125,ERR063918,Maela,2009,20,NVT,6693,44,
SMRU2211,ERR066202,Maela,2009,20,NVT,6693,44,
SMRU2359,ERR066326,Maela,2010,20,NVT,6693,44,
SMRU1009,ERR273528,Maela,2008,20,NVT,6693,44,
SMRU41,ERR039600,Maela,2008,22F,NVT,6709,45,
SMRU96,ERR039655,Maela,2008,16F,NVT,6149,45,
SMRU108,ERR047905,Maela,2008,22F,NVT,6709,45,
SMRU119,ERR047916,Maela,2008,22F,NVT,6709,45,
SMRU385,ERR048014,Maela,2008,16F,NVT,6149,45,
SMRU337,ERR048062,Maela,2008,16F,NVT,6149,45,
SMRU442,ERR048119,Maela,2008,16F,NVT,DLV6149,45,
SMRU1055,ERR051601,Maela,2008,22F,NVT,6709,45,
SMRU1108,ERR051654,Maela,2008,22F,NVT,6709,45,
SMRU263,ERR052600,Maela,2008,16F,NVT,DLV6149,45,
SMRU563,ERR052636,Maela,2008,16F,NVT,DLV6149,45,
SMRU1366,ERR054243,Maela,2009,16F,NVT,DLV6149,45,
SMRU1211,ERR054304,Maela,2009,22F,NVT,6709,45,
SMRU1240,ERR054333,Maela,2009,16F,NVT,DLV6149,45,
SMRU1254,ERR054347,Maela,2009,16F,NVT,6149,45,
SMRU1504,ERR054452,Maela,2009,16F,NVT,6149,45,
SMRU1532,ERR054480,Maela,2009,22F,NVT,6709,45,
SMRU1141,ERR054593,Maela,2009,22F,NVT,6709,45,
SMRU2185,ERR063978,Maela,2009,16F,NVT,DLV6149,45,
SMRU2670,ERR064072,Maela,2010,22F,NVT,6709,45,
SMRU2268,ERR066235,Maela,2009,22F,NVT,1294,45,
SMRU2286,ERR066253,Maela,2010,16F,NVT,DLV6149,45,
SMRU2368,ERR066335,Maela,2010,22F,NVT,1294,45,
SMRU2855,ERR067910,Maela,2010,22F,NVT,6709,45,
SMRU3020,ERR084246,Maela,2010,22F,NVT,1294,45,
SMRU24,ERR039583,Maela,2007,NT,NVT,4136,46,
SMRU49,ERR039608,Maela,2008,NT,NVT,4136,46,
SMRU59,ERR039618,Maela,2008,NT,NVT,4136,46,
SMRU124,ERR047921,Maela,2008,NT,NVT,4136,46,
SMRU136,ERR047933,Maela,2008,NT,NVT,4137,46,
SMRU308,ERR047985,Maela,2008,NT,NVT,4136,46,
SMRU391,ERR048020,Maela,2008,NT,NVT,4411,46,
SMRU403,ERR048032,Maela,2008,NT,NVT,4136,46,
SMRU404,ERR048033,Maela,2008,NT,NVT,4136,46,
SMRU334,ERR048059,Maela,2008,NT,NVT,4136,46,
SMRU426,ERR048103,Maela,2008,NT,NVT,4136,46,
SMRU480,ERR048157,Maela,2008,NT,NVT,4411,46,
SMRU487,ERR048164,Maela,2008,NT,NVT,4136,46,
SMRU237,ERR049956,Maela,2008,NT,NVT,4136,46,
SMRU895,ERR049966,Maela,2008,NT,NVT,SLV4136,46,
SMRU903,ERR049974,Maela,2008,NT,NVT,4136,46,
SMRU908,ERR049979,Maela,2008,NT,NVT,4136,46,
SMRU962,ERR050033,Maela,2008,NT,NVT,SLV4136,46,
SMRU970,ERR050041,Maela,2008,NT,NVT,4136,46,
SMRU974,ERR050045,Maela,2008,NT,NVT,4136,46,
SMRU975,ERR050046,Maela,2008,NT,NVT,SLV4136,46,
SMRU209,ERR050072,Maela,2008,NT,NVT,4136,46,
SMRU585,ERR051419,Maela,2008,NT,NVT,4411,46,
SMRU588,ERR051422,Maela,2008,NT,NVT,4136,46,
SMRU595,ERR051429,Maela,2008,NT,NVT,4136,46,
SMRU612,ERR051446,Maela,2008,NT,NVT,4136,46,
SMRU624,ERR051458,Maela,2008,NT,NVT,4136,46,
SMRU678,ERR051488,Maela,2008,NT,NVT,4411,46,
SMRU687,ERR051497,Maela,2008,NT,NVT,4136,46,
SMRU994,ERR051564,Maela,2008,NT,NVT,4136,46,
SMRU1071,ERR051617,Maela,2008,NT,NVT,4136,46,
SMRU1079,ERR051625,Maela,2008,NT,NVT,SLV4136,46,
SMRU1111,ERR051657,Maela,2008,NT,NVT,4136,46,
SMRU1114,ERR051660,Maela,2009,NT,NVT,SLV4136,46,
SMRU261,ERR052598,Maela,2008,NT,NVT,4136,46,
SMRU754,ERR052611,Maela,2008,NT,NVT,SLV4136,46,
SMRU756,ERR052613,Maela,2008,NT,NVT,4136,46,
SMRU765,ERR052622,Maela,2008,NT,NVT,4136,46,
SMRU555,ERR052628,Maela,2008,NT,NVT,SLV4136,46,
SMRU556,ERR052629,Maela,2008,NT,NVT,SLV4136,46,
SMRU1378,ERR054255,Maela,2009,NT,NVT,4411,46,
SMRU1390,ERR054267,Maela,2009,NT,NVT,DLV4136,46,
SMRU1228,ERR054321,Maela,2009,NT,NVT,SLV4136,46,
SMRU1270,ERR054363,Maela,2009,NT,NVT,4136,46,
SMRU1494,ERR054443,Maela,2009,NT,NVT,6705,46,
SMRU1540,ERR054488,Maela,2009,NT,NVT,6705,46,
SMRU797,ERR054537,Maela,2008,NT,NVT,5104,46,
SMRU872,ERR054564,Maela,2008,NT,NVT,SLV4136,46,
SMRU880,ERR054572,Maela,2008,NT,NVT,4136,46,
SMRU881,ERR054573,Maela,2008,NT,NVT,4136,46,
SMRU1184,ERR054636,Maela,2009,NT,NVT,4136,46,
SMRU830,ERR056696,Maela,2008,NT,NVT,SLV4136,46,
SMRU844,ERR056710,Maela,2008,NT,NVT,4136,46,
SMRU1657,ERR056803,Maela,2009,NT,NVT,5104,46,
SMRU1574,ERR057772,Maela,2009,NT,NVT,SLV4137,46,
SMRU1602,ERR057800,Maela,2009,NT,NVT,6705,46,
SMRU1892,ERR057873,Maela,2009,NT,NVT,4136,46,
SMRU1913,ERR057894,Maela,2009,NT,NVT,6705,46,
SMRU1919,ERR057900,Maela,2009,NT,NVT,4136,46,
SMRU1978,ERR057959,Maela,2009,NT,NVT,4411,46,
SMRU2008,ERR057989,Maela,2009,NT,NVT,6705,46,
SMRU2112,ERR063905,Maela,2009,NT,NVT,SLV4136,46,
SMRU2153,ERR063946,Maela,2009,NT,NVT,4136,46,
SMRU2498,ERR064003,Maela,2010,NT,NVT,SLV4136,46,
SMRU2524,ERR064029,Maela,2010,NT,NVT,4411,46,
SMRU3149,ERR064054,Maela,2009,NT,NVT,4136,46,
SMRU2681,ERR064083,Maela,2010,NT,NVT,4411,46,
SMRU2693,ERR064095,Maela,2010,NT,NVT,4136,46,
SMRU2725,ERR064127,Maela,2010,NT,NVT,4136,46,
SMRU2303,ERR066270,Maela,2010,NT,NVT,SLV4136,46,
SMRU2326,ERR066293,Maela,2010,NT,NVT,4411,46,
SMRU2814,ERR069664,Maela,2010,NT,NVT,4137,46,
SMRU3033,ERR072182,Maela,2010,NT,NVT,4136,46,
SMRU2949,ERR084175,Maela,2010,NT,NVT,4136,46,
SMRU3112,ERR084314,Maela,2010,NT,NVT,4411,46,
SMRU3113,ERR084315,Maela,2010,NT,NVT,4136,46,
SMRU1831,ERR089622,Maela,2009,NT,NVT,4411,46,
SMRU3,ERR039562,Maela,2007,NT,NVT,4133,47,
SMRU5,ERR039564,Maela,2007,NT,NVT,DLV4133,47,
SMRU20,ERR039579,Maela,2007,NT,NVT,4133,47,
SMRU64,ERR039623,Maela,2008,NT,NVT,DLV4133,47,
SMRU72,ERR039631,Maela,2008,NT,NVT,4133,47,
SMRU77,ERR039636,Maela,2008,14,VT,4395,47,
SMRU89,ERR039648,Maela,2008,NT,NVT,4133,47,
SMRU126,ERR047923,Maela,2008,NT,NVT,4396,47,
SMRU132,ERR047929,Maela,2008,NT,NVT,4135,47,
SMRU134,ERR047931,Maela,2008,14,VT,4395,47,
SMRU135,ERR047932,Maela,2008,14,VT,4395,47,
SMRU266,ERR047943,Maela,2008,NT,NVT,4133,47,
SMRU295,ERR047972,Maela,2008,14,VT,4395,47,
SMRU377,ERR048006,Maela,2008,NT,NVT,4133,47,
SMRU383,ERR048012,Maela,2008,NT,NVT,4133,47,
SMRU389,ERR048018,Maela,2008,NT,NVT,4133,47,
SMRU407,ERR048036,Maela,2008,NT,NVT,4133,47,
SMRU314,ERR048039,Maela,2008,NT,NVT,4396,47,
SMRU323,ERR048048,Maela,2008,14,VT,4395,47,
SMRU324,ERR048049,Maela,2008,14,VT,4395,47,
SMRU348,ERR048073,Maela,2008,NT,NVT,4965,47,
SMRU430,ERR048107,Maela,2008,NT,NVT,4133,47,
SMRU434,ERR048111,Maela,2008,NT,NVT,5122,47,
SMRU435,ERR048112,Maela,2008,14,VT,4395,47,
SMRU446,ERR048123,Maela,2008,14,VT,4395,47,
SMRU459,ERR048136,Maela,2008,14,VT,4395,47,
SMRU493,ERR048170,Maela,2008,14,VT,4395,47,
SMRU501,ERR048178,Maela,2008,14,VT,4395,47,
SMRU518,ERR048195,Maela,2008,14,VT,4395,47,
SMRU175,ERR049109,Maela,2008,NT,NVT,DLV4133,47,
SMRU189,ERR049123,Maela,2008,NT,NVT,4133,47,
SMRU223,ERR049942,Maela,2008,14,VT,4395,47,
