SANGER SAMPLE ID,SANGER PLATE ID,WELL,SUPPLIER SAMPLE NAME,COHORT,VOLUME (ul),CONC. (ng/ul),GENDER,COUNTRY OF ORIGIN,GEOGRAPHICAL REGION,ETHNICITY,DNA SOURCE,DATE OF SAMPLE COLLECTION (MM/YY or YYYY only),DATE OF DNA EXTRACTION (MM/YY or YYYY only),DNA EXTRACTION METHOD,SAMPLE PURIFIED?,PURIFICATION METHOD,CONCENTRATION DETERMINED BY,DNA STORAGE CONDITIONS,MOTHER (optional),FATHER (optional),SIBLING (optional),GC CONTENT,PUBLIC NAME,TAXON ID,COMMON NAME,SAMPLE DESCRIPTION,STRAIN,SAMPLE TYPE,SAMPLE ACCESSION NUMBER (optional),DONOR ID (required for EGA),PHENOTYPE (required for EGA),V33,Study ID,Lane Name,Cycles,Reads,Bases,Map Type,Reference,Reference Size,Mapper,Mapstats ID,Mapped %,Paired %,Mean Insert Size,Depth of Coverage,Depth of Coverage sd,Adapter %,Transposon %,Genome Covered,Duplication Rate,Error Rate,NPG QC,Manual QC,No. Het SNPs,% Het SNPs (Total Genome),% Het SNPs (Genome Covered),% Het SNPs (Total No. of SNPs),QC Pipeline,Mapping Pipeline,Archiving Pipeline,SNP Calling Pipeline,RNASeq Pipeline,Assembly Pipeline,Annotation Pipeline,percent_pneumo
pneuDEEP7564972,DN532026W,E5,SMRU,,97.5,10.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09645,NA,NA,5000,28042_1#192,151,5307482,801429782,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2382672,81.8,81.1,409.2,294.96,149.2,0.1,NA,88.96,0.0029,0.013,pass,pending,8965,0.4,0.46,62.99,Done,-,Done,-,-,Done,Done,87.82
pneuDEEP7564973,DN532026W,F5,SMRU,,97.5,145,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09671,NA,NA,5000,28048_1#1,151,4016052,606423852,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378211,90.2,89.5,505.8,246.12,133.14,0.1,NA,87.78,6e-04,0.012,pass,pending,146,0.01,0.01,1.47,Done,-,Done,-,-,Done,Done,94.45
pneuDEEP7564974,DN532026W,G5,SMRU,,97.5,555.6,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09685,NA,NA,5000,28157_2#49,151,4474618,675667318,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424372,84.8,84.1,458.8,258,177.18,0.1,NA,86.81,0.001,0.013,pass,pending,190,0.01,0.01,1.96,Done,-,Done,-,-,Done,Done,93.56
pneuDEEP7564977,DN532026W,B6,SMRU,,97.5,138.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09700,NA,NA,5000,28048_1#7,151,4242124,640560724,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379216,79.4,78.7,497.3,228.9,115.74,0.1,NA,88.89,7e-04,0.012,pass,pending,156,0.01,0.01,1.58,Done,-,Done,-,-,Done,Done,92.56
pneuDEEP7564978,DN532026W,C6,SMRU,,97.5,172,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09703,NA,NA,5000,28048_1#9,151,4351122,657019422,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379219,81.7,80.9,492.5,241.5,130.5,0.1,NA,87.41,6e-04,0.012,pass,pending,240,0.01,0.01,2.41,Done,-,Done,-,-,Done,Done,91.24
pneuDEEP7564980,DN532026W,E6,SMRU,,97.5,118.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09721,NA,NA,5000,28048_1#11,151,4079276,615970676,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378214,87,86.4,488.3,241.2,134.58,0.1,NA,88.72,7e-04,0.012,pass,pending,146,0.01,0.01,1.48,Done,-,Done,-,-,Done,Done,91.28
pneuDEEP7564981,DN532026W,F6,SMRU,,97.5,129.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09727,NA,NA,5000,28048_1#13,151,4890134,738410234,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378217,72.7,72,483.3,241.71,165.9,0.1,NA,88.43,0.0014,0.013,pass,pending,142,0.01,0.01,1.47,Done,-,Done,-,-,Done,Done,91.61
pneuDEEP7564982,DN532026W,G6,SMRU,,97.5,82.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09731,NA,NA,5000,28048_1#15,151,4308502,650583802,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2378220,74.3,73.5,485.2,217.44,110.88,0.1,NA,88.75,6e-04,0.012,pass,pending,211,0.01,0.01,2.1,Done,-,Done,-,-,Done,Done,86.54
pneuDEEP7564983,DN532026W,H6,SMRU,,97.5,146.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09732,NA,NA,5000,28157_2#51,151,4641308,700837508,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424377,80.8,79.9,463.5,254.94,183.96,0.1,NA,88.99,0.0011,0.013,pass,pending,214,0.01,0.01,2.22,Done,-,Done,-,-,Done,Done,89.65
pneuDEEP7564984,DN532026W,A7,SMRU,,97.5,35,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09746,NA,NA,5000,28048_1#17,151,3463764,523028364,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379222,81.9,81.3,491.8,192.85,101.65,0.1,NA,87.36,7e-04,0.012,pass,pending,207,0.01,0.01,2.16,Done,-,Done,-,-,Done,Done,91.32
pneuDEEP7564985,DN532026W,B7,SMRU,,97.5,49.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09748,NA,NA,5000,28048_1#19,151,3924926,592663826,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379225,84.1,83.3,504.1,224.25,166.4,0.1,NA,86.82,0.0012,0.012,pass,pending,167,0.01,0.01,1.67,Done,-,Done,-,-,Done,Done,90.64
pneuDEEP7564986,DN532026W,C7,SMRU,,97.5,199.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09750,NA,NA,5000,28157_2#53,151,5092742,769004042,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424508,83.4,82.6,451.5,288.61,145.95,0.1,NA,90.75,7e-04,0.013,pass,pending,4377,0.2,0.22,36.52,Done,-,Done,-,-,Done,Done,91.78
pneuDEEP7564987,DN532026W,D7,SMRU,,97.5,6.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09752,NA,NA,5000,28048_1#21,151,4516216,681948616,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379228,80.4,79.7,473.9,246.78,118.44,0.1,NA,88.85,7e-04,0.012,pass,pending,171,0.01,0.01,1.7,Done,-,Done,-,-,Done,Done,89.97
pneuDEEP7564988,DN532026W,E7,SMRU,,97.5,312.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09789,NA,NA,5000,28157_2#55,151,4740166,715765066,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424511,97.8,97.4,457.3,315.28,103.74,0.1,NA,97.45,4e-04,0.005,pass,pending,24,0,0,6.78,Done,-,Done,-,-,Done,Done,93.53
pneuDEEP7564990,DN532026W,G7,SMRU,,97.5,6.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09827,NA,NA,5000,28048_1#25,151,3971658,599720358,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379234,85.4,84.6,502.9,230.55,112.45,0.1,NA,86.79,9e-04,0.012,pass,pending,310,0.01,0.02,3.01,Done,-,Done,-,-,Done,Done,93.81
pneuDEEP7564991,DN532026W,H7,SMRU,,97.5,67.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09839,NA,NA,5000,28048_1#27,151,3542402,534902702,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379237,76.2,75.4,544.9,183.4,94.05,0.1,NA,89.03,8e-04,0.013,pass,pending,210,0.01,0.01,2.15,Done,-,Done,-,-,Done,Done,90.09
pneuDEEP7564992,DN532026W,A8,SMRU,,97.5,56.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09841,NA,NA,5000,28048_1#29,151,4227294,638321394,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379240,81.5,80.7,525.4,234.12,118.32,0.1,NA,89.82,6e-04,0.013,pass,pending,6533,0.29,0.34,51.24,Done,-,Done,-,-,Done,Done,92.92
pneuDEEP7564993,DN532026W,B8,SMRU,,97.5,36.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09843,NA,NA,5000,28048_1#31,151,4012082,605824382,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379243,83.1,82.2,505.3,226.68,132.96,0.1,NA,90.73,7e-04,0.012,pass,pending,213,0.01,0.01,2.15,Done,-,Done,-,-,Done,Done,91.38
pneuDEEP7564994,DN532026W,C8,SMRU,,97.5,153.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09844,NA,NA,5000,28048_1#34,151,3197574,482833674,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379246,77.8,77,498.5,169.2,101.8,0.1,NA,90.82,0.0014,0.012,pass,pending,208,0.01,0.01,2.04,Done,-,Done,-,-,Done,Done,91.15
pneuDEEP7564995,DN532026W,D8,SMRU,,97.5,57.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09846,NA,NA,5000,28048_1#36,151,4046924,611085524,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379249,71.5,70.9,504.4,196.68,134.4,0.1,NA,87.84,0.0012,0.012,pass,pending,118,0.01,0.01,1.25,Done,-,Done,-,-,Done,Done,91.77
pneuDEEP7564996,DN532026W,E8,SMRU,,97.5,32.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09852,NA,NA,5000,28048_1#38,151,3859802,582830102,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379252,79.1,78.4,518.3,207.5,98.25,0.1,NA,90.07,6e-04,0.013,pass,pending,227,0.01,0.01,2.21,Done,-,Done,-,-,Done,Done,90.81
pneuDEEP7564997,DN532026W,F8,SMRU,,97.5,149.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09853,NA,NA,5000,28048_1#40,151,4379580,661316580,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379255,83.1,82.3,518.3,247.38,114.84,0,NA,89.07,7e-04,0.013,pass,pending,203,0.01,0.01,1.98,Done,-,Done,-,-,Done,Done,91.04
pneuDEEP7564999,DN532026W,H8,SMRU,,97.5,20.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09856,NA,NA,5000,28048_1#44,151,3954838,597180538,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379261,87.7,87,538.2,235.75,97.4,0.1,NA,92.81,7e-04,0.012,pass,pending,7895,0.36,0.39,60.7,Done,-,Done,-,-,Done,Done,91.43
pneuDEEP7565000,DN532026W,A9,SMRU,,97.5,57.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09859,NA,NA,5000,28048_1#46,151,4753212,717735012,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379264,82.1,81.2,507.9,265.3,155.54,0,NA,89.05,7e-04,0.012,pass,pending,219,0.01,0.01,2.2,Done,-,Done,-,-,Done,Done,90.87
pneuDEEP7565001,DN532026W,B9,SMRU,,97.5,63.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09880,NA,NA,5000,28048_1#48,151,3801744,574063344,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379267,81.4,80.4,531.4,210.3,124.7,0.1,NA,89.04,0.0011,0.013,pass,pending,214,0.01,0.01,2.13,Done,-,Done,-,-,Done,Done,90.17
pneuDEEP7565002,DN532026W,C9,SMRU,,97.5,8.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09882,NA,NA,5000,28048_1#50,151,5001566,755236466,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379270,79.8,79.3,462.1,271.32,136.85,0.1,NA,89.1,5e-04,0.012,pass,pending,201,0.01,0.01,2,Done,-,Done,-,-,Done,Done,84.56
pneuDEEP7565003,DN532026W,D9,SMRU,,97.5,226.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09886,NA,NA,5000,28157_2#57,151,4446996,671496396,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424514,85.8,85.1,460.3,259.5,132.66,0.1,NA,87.7,9e-04,0.013,pass,pending,206,0.01,0.01,2.01,Done,-,Done,-,-,Done,Done,93.03
pneuDEEP7565004,DN532026W,E9,SMRU,,97.5,33.5,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09889,NA,NA,5000,28048_1#52,151,4592316,693439716,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379273,92.4,91.9,473.4,288.54,137.1,0.1,NA,91.79,6e-04,0.01,pass,pending,743,0.03,0.04,8.74,Done,-,Done,-,-,Done,Done,94.5
pneuDEEP7565005,DN532026W,F9,SMRU,,97.5,263.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09892,NA,NA,5000,28157_2#59,151,5567020,840620020,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424517,84,83.3,447.1,318,214.96,0.1,NA,86.61,9e-04,0.013,pass,pending,184,0.01,0.01,1.93,Done,-,Done,-,-,Done,Done,93.39
pneuDEEP7565006,DN532026W,G9,SMRU,,97.5,78.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09894,NA,NA,5000,28048_1#54,151,4417650,667065150,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379276,87.6,86.8,509,262.98,138.42,0.1,NA,86.85,8e-04,0.012,pass,pending,247,0.01,0.01,2.44,Done,-,Done,-,-,Done,Done,94.49
pneuDEEP7565007,DN532026W,H9,SMRU,,97.5,204.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09896,NA,NA,5000,28157_2#61,151,5169416,780581816,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424520,90.5,89.8,444.3,317.87,156.17,0.1,NA,87.31,6e-04,0.013,pass,pending,136,0.01,0.01,1.36,Done,-,Done,-,-,Done,Done,95.01
pneuDEEP7565008,DN532026W,A10,SMRU,,97.5,81.4,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09902,NA,NA,5000,28048_1#56,151,4518758,682332458,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379279,79.1,78.3,499,243.12,171.54,0.1,NA,89.13,0.0012,0.012,pass,pending,235,0.01,0.01,2.38,Done,-,Done,-,-,Done,Done,88.17
pneuDEEP7565009,DN532026W,B10,SMRU,,97.5,4.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09906,NA,NA,5000,28048_1#58,151,4462852,673890652,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379282,69.5,68.8,477.2,210.66,100.86,0.1,NA,88.03,8e-04,0.012,pass,pending,209,0.01,0.01,2.2,Done,-,Done,-,-,Done,Done,78.56
pneuDEEP7565010,DN532026W,C10,SMRU,,97.5,27.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09921,NA,NA,5000,28048_1#60,151,4662664,704062264,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379285,80.2,79.4,497.7,254.1,138.6,0.1,NA,88.89,7e-04,0.013,pass,pending,184,0.01,0.01,1.84,Done,-,Done,-,-,Done,Done,90.17
pneuDEEP7565011,DN532026W,D10,SMRU,,97.5,130,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09930,NA,NA,5000,28157_2#63,151,4913604,741954204,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424523,80.2,79.3,452.4,267.82,139.72,0.1,NA,88.88,9e-04,0.013,pass,pending,236,0.01,0.01,2.34,Done,-,Done,-,-,Done,Done,90.09
pneuDEEP7565013,DN532026W,F10,SMRU,,97.5,9.3,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09947,NA,NA,5000,28048_1#64,151,4917592,742556392,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379291,65.6,64.9,463.4,219.1,117.25,0.1,NA,87.66,6e-04,0.013,pass,pending,163,0.01,0.01,1.68,Done,-,Done,-,-,Done,Done,78.45
pneuDEEP7565014,DN532026W,G10,SMRU,,97.5,283.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09948,NA,NA,5000,28157_2#65,151,5456512,823933312,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424526,86.7,86,439,321.6,247.68,0.1,NA,86.33,0.001,0.013,pass,pending,191,0.01,0.01,1.95,Done,-,Done,-,-,Done,Done,94.76
pneuDEEP7565015,DN532026W,H10,SMRU,,97.5,225.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B09956,NA,NA,5000,28157_2#67,151,4773020,720726020,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424529,75.9,75.2,461.5,246.12,108.64,0.1,NA,92.76,6e-04,0.013,pass,pending,8723,0.39,0.43,60.11,Done,-,Done,-,-,Done,Done,81.72
pneuDEEP7565016,DN532026W,A11,SMRU,,97.5,16,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10011,NA,NA,5000,28048_1#66,151,4011488,605734688,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379294,81.6,80.8,510.6,222.36,115.86,0,NA,90.14,6e-04,0.012,pass,pending,8676,0.39,0.44,61.02,Done,-,Done,-,-,Done,Done,90.4
pneuDEEP7565017,DN532026W,B11,SMRU,,97.5,311.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10014,NA,NA,5000,28157_2#69,151,4353470,657373970,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424532,74.3,73.5,466,219.66,130.74,0.1,NA,89.65,0.0012,0.013,pass,pending,236,0.01,0.01,2.39,Done,-,Done,-,-,Done,Done,84.02
pneuDEEP7565018,DN532026W,C11,SMRU,,97.5,197.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10048,NA,NA,5000,28048_1#68,151,4796122,724214422,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379297,87.8,87.2,481.7,286.23,134.33,0.1,NA,88.85,5e-04,0.012,pass,pending,210,0.01,0.01,2.06,Done,-,Done,-,-,Done,Done,93.77
pneuDEEP7565019,DN532026W,D11,SMRU,,97.5,24.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10055,NA,NA,5000,28048_1#70,151,3462648,522859848,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379300,70.4,69.6,562.4,165.7,91.15,0.1,NA,89.92,9e-04,0.013,pass,pending,3710,0.17,0.19,32.87,Done,-,Done,-,-,Done,Done,80.03
pneuDEEP7565020,DN532026W,E11,SMRU,,97.5,65.2,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10060,NA,NA,5000,28048_1#72,151,4285612,647127412,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379303,81.7,81,493.7,237.96,126.06,0.1,NA,87.37,6e-04,0.012,pass,pending,211,0.01,0.01,2.19,Done,-,Done,-,-,Done,Done,91.04
pneuDEEP7565021,DN532026W,F11,SMRU,,97.5,105.9,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10063,NA,NA,5000,28157_2#71,151,4347840,656523840,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2424535,85.7,84.9,475.9,253.38,182.28,0,NA,86.74,0.0011,0.013,pass,pending,176,0.01,0.01,1.79,Done,-,Done,-,-,Done,Done,93.89
pneuDEEP7565022,DN532026W,G11,SMRU,,97.5,3.8,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10069,NA,NA,5000,28048_1#74,151,4649212,702031012,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379306,77.3,76.6,469.8,244.16,116.76,0.1,NA,87.74,7e-04,0.012,pass,pending,210,0.01,0.01,2.2,Done,-,Done,-,-,Done,Done,87.8
pneuDEEP7565023,DN532026W,H11,SMRU,,97.5,44.1,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10079,NA,NA,5000,28048_1#76,151,4689762,708154062,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379309,79.8,79.3,465.6,254.52,117.67,0,NA,88.6,5e-04,0.012,pass,pending,171,0.01,0.01,1.74,Done,-,Done,-,-,Done,Done,84.88
pneuDEEP7565024,DN532026W,A12,SMRU,,97.5,206.7,Not Applicable,Thailand,Maela,Not Applicable,NA,2009,2018,Promega Wizard DNA precipitation,Yes,,Other,-80C,NA,NA,NA,NA,,NA,,,NA,Bacteria cultured from NPS,NA,09B10116,NA,NA,5000,28048_1#77,151,4926574,743912674,QC,Streptococcus_pneumoniae_ATCC_700669_v1,2221315,bwa,2379312,91.6,91,476.5,306.88,148.54,0.1,NA,87.3,6e-04,0.012,pass,pending,106,0,0.01,1.06,Done,-,Done,-,-,Done,Done,95.39
